,university_name,alumni,award,hici,ns,pub,result.cluster
2753,University of Aberdeen,0,0,10.2,15.8,32.9,3
2754,University of Antwerp,0,0,12.5,11.7,34.4,3
2755,University of Barcelona,0,0,7.2,14,51.4,3
2756,University of Bergen,0,0,7.2,15.1,36.9,3
2757,University of Bochum,0,0,12.5,12.5,38.9,3
2758,University of Bologna,0,0,10.2,8.6,48.3,3
2759,University of Cape Town,21.3,0,10.2,14.2,32.8,3
2760,University of Central Florida,0,0,18.4,9.5,30.1,3
2761,University of Cincinnati,0,0,22.8,10.4,40.2,1
2762,University of Colorado at Denver,0,0,17.6,13.6,41.1,1
2763,University of Duesseldorf,13.1,0,11.4,12,31.4,3
2764,University of East Anglia,15.1,0,16.1,17.4,28.7,1
2765,University of Erlangen-Nuremberg,0,0,14.4,13.3,40.6,3
2766,University of Florence,0,0,16.1,11.4,39.7,3
2767,University of Gothenburg,0,15.4,7.2,7.6,39.9,3
2768,University of Guelph,0,0,16.1,14.7,33.4,1
2769,University of Halle-Wittenberg,5.3,8.9,7.2,12.2,28.2,3
2770,University of Houston,0,0,20.4,11.1,34.8,1
2771,University of Innsbruck,0,10.9,7.2,15.1,25.1,3
2772,University of Kansas - Lawrence,13.1,0,12.5,12.9,33.1,3
2773,University of Kentucky,11.9,0,7.2,12.1,42.3,3
2774,University of Lausanne,0,0,12.5,20.7,32.4,1
2775,University of Leicester,0,0,19,18,33,1
2776,University of Leipzig,15.1,15.4,0,8.7,35,3
2777,University of Liege,9.2,0,10.2,12.4,30.6,3
2778,University of Manitoba,0,0,16.1,8.5,35.6,3
2779,University of Marburg,15.1,0,14.4,14.6,29.9,3
2780,University of Medicine and Dentistry New Jersey,0,0,22.8,13.1,32.4,1
2781,University of Missouri - Columbia,10.7,0,7.2,14.3,40.9,3
2782,University of Montpellier 2,11.9,0,12.5,15.6,32.4,3
2783,University of Notre Dame,14.1,0,12.5,13.6,30.3,3
2784,University of Oregon,11.9,0,10.2,20.2,26.4,3
2785,University of Otago,0,0,10.2,8.3,34.1,3
2786,University of Ottawa,0,0,7.2,13.2,41.7,3
2787,University of Saskatchewan,10.7,0,14.4,6.6,33.8,3
2788,University of Science and Technology of China,0,0,7.2,12.5,44.5,3
2789,University of South Carolina - Columbia,0,0,16.1,11.9,34.9,3
2790,University of South Florida,0,0,12.5,9.8,38.4,3
2791,University of St Andrews,11.9,0,7.2,21.1,29.8,3
2792,University of Stuttgart,20.6,0,10.2,13.6,28.1,3
2793,University of the Mediterranean (Aix-Marseille 2),0,0,14.4,17.1,27.6,1
2794,University of Turin,18.5,0,12.5,9.5,39.7,3
2795,University of Valencia,0,0,7.2,10.1,40.9,3
2796,University of Vermont,15.1,0,14.4,8.4,27.9,3
2797,University of Victoria,0,0,14.4,11.3,31.1,3
2798,University of York,0,0,17.6,13,32.7,1
2799,Washington State University - Pullman,0,0,20.4,13.6,31.3,1
2800,Western University,0,0,8.8,13.5,45.5,3
2801,Yeshiva University,0,0,12.5,16.2,34.6,3
2802,Yonsei University,0,0,7.2,10.6,51.8,3
2803,Zhejiang University,0,0,0,8.5,61.9,3
2804,Aristotle University of Thessaloniki,0,0,7.2,3.5,37.5,3
2805,Autonomous University of Barcelona,0,0,0,7.7,42.4,3
2806,Bar-Ilan University,0,0,12.5,9,28,3
2807,Ben-Gurion University of the Negev,0,0,7.2,10.2,35.8,3
2808,Brigham Young University,10.7,0,12.5,3.7,26.7,3
2809,City University of Hong Kong,0,0,12.5,0,38.2,3
2810,Clemson University,0,0,12.5,6,29.1,3
2811,Technical University Darmstadt,16.9,0,7.2,7.9,29.3,3
2812,Dresden University of Technology,0,0,7.2,11,37.3,3
2813,Drexel University,0,0,7.2,9.6,28.8,3
2814,Eotvos Lorand University,16.9,0,10.2,9,24.2,3
2815,Federal University of Minas Gerais,0,0,7.2,5.8,36.6,3
2816,Federal University of Rio de Janeiro,0,0,0,12.3,41.9,3
2817,Flinders University,16.9,0,7.2,4,24.8,3
2818,Georgetown University,0,0,12.5,7.2,33,3
2819,Hanyang University,0,0,0,6.2,39.7,3
2820,Henri Poincare University (Nancy 1),13.1,18.9,0,10.1,16.7,3
2821,Hiroshima University,0,0,7.2,11.6,35.1,3
2822,Indian Institute of Science,0,0,12.5,6.3,34.6,3
2823,Jagiellonian University,11.9,0,7.2,5.5,31.8,3
2824,James Cook University,0,0,10.2,14.1,24.1,3
2825,Kanazawa University,0,0,10.2,6.9,27.6,3
2826,Kansas State University,0,0,14.4,8.9,29.7,3
2827,King Saud University,0,0,24.4,0,21.2,3
2828,Kobe University,0,0,10.2,12.6,32.8,3
2829,London School of Hygiene and Tropical Medicine,9.2,0,0,5.5,29.7,3
2830,Medical University of Graz,0,10.9,7.2,3.3,21.4,3
2831,Medical University of Innsbruck,0,0,12.5,5.7,24.6,3
2832,Medical University of South Carolina,0,0,14.4,7.3,30,3
2833,Nagasaki University,13.1,0,10.2,4.1,24.4,3
2834,Nanyang Technological University,0,0,0,6.5,46.5,3
2835,National Chiao Tung University,0,0,7.2,6.4,38.3,3
2836,National Tsing Hua University,14.1,0,0,8.9,35.4,3
2837,Okayama University,0,0,7.2,12,33.4,3
2838,Pohang University of Science and Technology,0,0,7.2,9.8,29.3,3
2839,Polytechnic University of Valencia,0,0,7.2,11.5,31.4,3
2840,Saint Louis University,0,12.6,10.2,4.7,24.4,3
2841,Saint Petersburg State University,26.1,0,0,4.8,29.6,3
2842,San Diego State University,0,0,14.4,12.3,27.6,3
2843,Sao Paulo State University,0,0,0,5.4,43.9,3
2844,Scuola Normale Superiore - Pisa,0,0,14.4,5.7,16.4,3
2845,Shandong University,0,0,0,4,43,3
2846,Sichuan University,0,0,0,2.1,46,3
2847,State University of New York at Albany,0,0,16.1,5.3,27.3,3
2848,State University of New York Health Science Center at Brooklyn,0,15.4,10.2,5.8,17.2,3
2849,Sun Yat-sen University,0,0,0,3.2,42.3,3
2850,Sungkyunkwan University,0,0,0,10.9,43.2,3
2851,Syracuse University,0,0,16.1,8.7,24.7,3
2852,Temple University,0,0,14.4,5.1,30.9,3
2853,Texas Tech University,0,0,10.2,6.6,30.6,3
2854,The Open University,0,0,12.5,13.8,21.7,3
2855,The University of Dundee,0,0,16.1,12,27,3
2856,The University of Montana - Missoula,7.5,0,12.5,11.7,17.1,3
2857,The University of Texas at Dallas,0,0,10.2,14.1,25.2,3
2858,The University of Texas Medical Branch at Galveston,0,0,17.6,7.8,25.7,3
2859,Thomas Jefferson University,0,0,16.1,4.7,28.2,3
2860,Tokyo Medical and Dental University,0,0,7.2,13.1,25.4,3
2861,Tulane University,0,0,14.4,10.3,26.5,3
2862,University College Dublin,0,0,7.2,10.3,35.3,3
2863,University of Alaska - Fairbanks,0,0,14.4,12.9,21.2,3
2864,University of Arkansas at Fayetteville,0,0,10.2,10.6,24.9,3
2865,University of Bath,0,0,10.2,12.4,29.3,3
2866,University of Bielefeld,0,0,14.4,9.6,24.7,3
2867,University of Bordeaux 1,7.5,0,12.5,13.8,24.5,3
2868,University of Bremen,0,0,0,14.5,30.5,3
2869,University of Duisburg-Essen,0,0,7.2,8.8,31.7,3
2870,University of Exeter,0,0,0,18.8,28.3,3
2871,University of Genova,0,0,14.4,4,32.5,3
2872,University of Graz,10.7,12.6,0,8.7,20.1,3
2873,University of Jena,0,0,0,11.7,35.2,3
2874,University of Karlsruhe,5.3,0,10.2,12.8,30.9,3
2875,University of Konstanz,0,0,14.4,12.4,23.6,3
2876,University of Maastricht,0,0,0,7.8,39.8,3
2877,University of Naples Federico II,0,0,7.2,5.2,42,3
2878,University of Nevada - Reno,0,0,10.2,11.8,24.3,3
2879,University of New Hampshire - Durham,0,0,14.4,14.6,21.7,3
2880,University of Newcastle,0,0,10.2,7.6,29.5,3
2881,University of Nice Sophia Antipolis,0,0,7.2,14.2,25.3,3
2882,University of Oklahoma - Norman,0,0,10.2,9.3,29.8,3
2883,University of Oulu,13.1,0,7.2,7.5,29.7,3
2884,University of Palermo,0,0,12.5,7.3,29.6,3
2885,University of Paris Dauphine (Paris 9),0,26.7,7.2,0,11.8,3
2886,University of Pompeu Fabra,0,0,7.2,11.9,22.8,3
2887,University of Provence (Aix-Marseille 1),16,0,7.2,10.1,22.3,3
2888,University of Regensburg,0,0,7.2,10.1,31.1,3
2889,University of Rhode Island,0,0,20.4,12.1,19.3,1
2890,University of Roma - Tor Vergata,0,0,0,9.5,35,3
2891,University of Southern Denmark,0,0,14.4,9.3,31.1,3
2892,University of Szeged,0,15.4,7.2,6.7,24.1,3
2893,University of the Witwatersrand,21.3,0,0,9.9,29.6,3
2894,University of Tromso,0,0,10.2,8.9,25.3,3
2895,University of Turku,0,0,12.5,6.6,33.1,3
2896,University of Twente,0,0,10.2,6.7,28.9,3
2897,University of Ulm,0,0,7.2,9.5,30.8,3
2898,University of Warsaw,18.5,0,0,6.9,33.6,3
2899,University of Wollongong,0,0,12.5,7.3,28.1,3
2900,Wake Forest University,0,0,10.2,7.9,33.5,3
2901,Waseda University,0,0,12.5,10.6,28.8,3
2902,Wayne State University,0,0,7.2,9.8,39.2,3
2903,Aalto University,0,0,0,5.7,31.1,3
2904,Auburn University,0,0,7.2,4.2,30.4,3
2905,Boston College,0,0,7.2,10.5,22.7,3
2906,Brunel University,0,0,10.2,1.5,25.1,3
2907,Carleton University,0,0,14.4,0,26.3,3
2908,Catholic University of Chile,0,0,7.2,9.8,27.8,3
2909,Catholic University of the Sacred Heart,0,0,7.2,5.8,29.3,3
2910,Chang Gung University,0,0,7.2,2.6,32.3,3
2911,Chiba University,0,0,0,8,31.1,3
2912,China Agricultural University,0,0,0,7.6,36.1,3
2913,Concordia University,0,0,7.2,4.7,25.8,3
2914,Curtin University of Technology,0,0,0,12.2,29.5,3
2915,Dalian University of Technology,0,0,0,2.1,38.5,3
2916,Ecole National Superieure Mines - Paris,16,25.2,0,3.3,8.7,3
2917,Ecole Normale Superieure - Lyon,0,0,7.2,10.3,20.4,3
2918,Eindhoven University of Technology,0,0,0,6,33.5,3
2919,Federal University of Rio Grande do Sul,0,0,0,2.4,39.5,3
2920,Gunma University,0,0,7.2,7.3,22.2,3
2921,Hannover Medical School,0,0,0,7.7,31.6,3
2922,Harbin Institute of Technology,0,0,0,0,44.8,3
2923,Huazhong University of Science and Technology,0,0,0,0,43.6,3
2924,Indian Institute of Technology Kharagpur,0,0,7.2,0,29.8,3
2925,Indiana University-Purdue University at Indianapolis,0,0,0,6.3,39.1,3
2926,Istanbul University,15.1,0,0,3,33.7,3
2927,Jilin University,0,0,0,5.2,40.9,3
2928,Kent State University,0,0,7.2,11.5,23.6,3
2929,King Fahd University of Petroleum & Minerals,0,0,21,0,18.2,3
2930,Kyung Hee University,0,0,0,1.5,34.8,3
2931,Kyungpook National University,0,0,0,4,34.8,3
2932,La Trobe University,0,0,7.2,6.3,25.8,3
2933,Lanzhou University,0,0,0,6.4,35.4,3
2934,Lehigh University,0,0,12.5,8.3,20.9,3
2935,Linkoping University,0,0,7.2,2.1,32.1,3
2936,Massey University,0,0,10.2,4,25.9,3
2937,Medical College of Wisconsin,0,0,7.2,7.1,28.1,3
2938,Montana State University - Bozeman,0,0,7.2,10.4,20.3,3
2939,Nankai University,0,0,0,7.9,35.5,3
2940,National Central University,0,0,0,8.5,31.1,3
2941,National Yang Ming University,0,0,0,7.6,29.7,3
2942,Nihon University,0,0,7.2,6.2,27,3
2943,Niigata University,0,0,12.5,4.7,25.2,3
2944,Northeastern University,0,0,7.2,10.2,26,3
2945,Ohio University,15.1,0,0,9.1,23,3
2946,Osaka Prefecture University,0,0,10.2,6.8,21.8,3
2947,Polytechnic University of Turin,0,0,14.4,0,28.3,3
2948,Portland State University,0,0,10.2,7.6,19.5,3
2949,Pusan National University,0,0,0,7.6,34.4,3
2950,Southeast University,0,0,0,4.7,35.9,3
2951,Swinburne University of Technology,0,0,10.2,9.5,18.3,3
2952,Technical University of Braunschweig,14.1,0,7.2,6.8,23.4,3
2953,The University of Connecticut Health Center,0,0,10.2,8.9,22.1,3
2954,The University of Texas at San Antonio,0,0,7.2,9.2,21.8,3
2955,The University of Tokushima,0,0,10.2,8.6,23.2,3
2956,Tianjin University,0,0,0,3.3,34.8,3
2957,Tokyo University of Agriculture and Technology,0,0,7.2,3.3,23.6,3
2958,University College Cork,0,0,16.1,6.3,22.3,3
2959,University of Arkansas at Little Rock,0,0,7.2,6,26.3,3
2960,University of Bari,0,0,0,7.6,30.7,3
2961,University of Bayreuth,0,0,7.2,13.3,24.6,3
2962,University of Canterbury,0,0,7.2,7.3,24,3
2963,University of Chile,9.2,0,0,4.5,32.1,3
2964,University of Eastern Finland,0,0,7.2,5.8,30.1,3
2965,University of Essex,15.1,0,7.2,2.6,20.6,3
2966,University of Ferrara,0,0,10.2,6.9,25.7,3
2967,University of Giessen,0,0,7.2,5.9,30.3,3
2968,University of Granada,0,0,0,6.1,36.3,3
2969,University of Greifswald,0,8.9,7.2,2.6,23.4,3
2970,University of Haifa,0,0,7.2,6.3,25.8,3
2971,University of Hannover,0,0,7.2,7.3,25.2,3
2972,University of Jyvaskyla,0,0,7.2,6.9,25.6,3
2973,University of Kansas Medical Center,0,0,12.5,6,20.2,3
2974,University of KwaZulu-Natal,0,0,7.2,9.6,27.5,3
2975,University of Lisbon,0,8.9,0,5.7,26.9,3
2976,University of Ljubljana,0,0,0,6.3,35.8,3
2977,University of Milan,0,0,0,11.3,26.1,3
2978,University of Nebraska Medical Center,0,0,16.1,5.2,22.8,3
2979,University of Parma,0,0,7.2,7.5,26.4,3
2980,University of Pavia,0,0,0,8.1,30.5,3
2981,University of Perugia,0,0,7.2,9.3,28,3
2982,University of Porto,0,0,0,5.2,36.9,3
2983,University of Quebec,0,0,0,8.2,34.6,3
2984,University of Rennes 1,0,0,7.2,10.8,28.7,3
2985,University of Santiago Compostela,0,0,0,5.6,32.5,3
2986,University of Sherbrooke,0,0,7.2,11,25.1,3
2987,University of Siena,0,0,0,8,28.3,3
2988,University of Surrey,0,0,7.2,5,26.2,3
2989,University of Tasmania,0,0,7.2,10.3,24.9,3
2990,University of Tehran,14.1,0,0,0,36.9,3
2991,University of Versailles,0,0,7.2,12.9,19,3
2992,University of Wyoming,0,0,7.2,11.7,22.2,3
2993,University of Zaragoza,0,0,7.2,1.5,31.8,3
2994,Utah State University,0,0,7.2,7.3,23.7,3
2995,Victoria University of Wellington,13.1,0,0,8.9,22.4,3
2996,Vienna University of Technology,0,0,0,10.8,28.9,3
2997,Vrije University Brussel,15.1,0,0,5.4,26.9,3
2998,Wuhan University,0,0,0,2.1,37.4,3
2999,Xiamen University,0,0,0,7.5,31.3,3
3000,Xian Jiao Tong University,0,0,0,0,39.7,3
3001,Yamaguchi University,0,0,16.1,1.5,21,3
3002,York University,0,0,0,10.8,31.4,3
3003,Harvard University,100,100,100,100,100,2
3004,Stanford University,41.2,78.4,88.4,70.2,70.3,2
3005,Massachusetts Institute of Technology (MIT),72.8,81.9,67.9,70.6,60.6,2
3006,"University of California, Berkeley",68.3,79.3,70,69.5,69.4,2
3007,University of Cambridge,87.1,96.7,54.5,54.1,65.1,2
3008,California Institute of Technology,52.6,68.8,57.3,65,46.5,2
3009,Princeton University,56.7,87.1,62.1,43.8,43.4,2
3010,Columbia University,69.6,67.4,57.1,50.8,67.5,2
3011,University of Chicago,65,83.9,52,40.4,50.9,2
3012,University of Oxford,55.5,57.6,48.9,49.7,69.5,2
3013,Yale University,49.6,44.9,59.5,57.4,61.6,2
3014,"University of California, Los Angeles",30,42.6,57.5,53.1,73.6,2
3015,Cornell University,42,51.1,54.5,48.3,56.4,2
3016,University of Pennsylvania,36.3,34.3,57.7,48.8,67.5,2
3017,"University of California, San Diego",15.6,35.8,61.2,52.4,65.6,2
3018,University of Washington,24.3,31.7,55,51.9,72.4,2
3019,"University of California, San Francisco",0,40.1,53.5,54.2,62,2
3020,The Johns Hopkins University,43.2,32.1,42.1,47.9,65.6,2
3021,University of Wisconsin - Madison,35.3,35.4,52,39.7,64.2,2
3022,University College London,32.2,32.1,39.5,46.1,68,2
3023,The University of Tokyo,35.3,14.1,42.1,52.7,75.8,2
3024,University of Michigan - Ann Arbor,36.7,0,60.4,45,77.7,2
3025,Swiss Federal Institute of Technology Zurich,33.8,36.1,36.4,43.6,53.8,2
3026,"The Imperial College of Science, Technology and Medicine",16.6,37.2,41.5,39.6,62.7,2
3027,University of Illinois at Urbana-Champaign,34.3,36.5,43.9,38.2,57,2
3028,University of Toronto,22.8,19.2,38.9,40.6,79.5,2
3029,Kyoto University,33.8,34.7,39.5,35.5,62.2,2
3030,"University of Minnesota, Twin Cities",30,16.2,51,36.8,66.4,2
3031,New York University,32.2,24.4,42.1,39.4,55.4,2
3032,Northwestern University,17.6,22.1,48.4,37.7,57.8,2
3033,Washington University in St. Louis,21.2,25.9,38.9,42.6,54.4,2
3034,University of Colorado at Boulder,14.4,30.7,39.5,42.2,44.8,2
3035,Rockefeller University,19.5,58.4,28.9,42.5,21.5,2
3036,"University of California, Santa Barbara",16.6,35.1,42.7,34.8,40.6,2
3037,Duke University,17.6,0,47,40.9,62.5,2
3038,The University of Texas at Austin,18.6,16.6,45.6,31.7,55.2,2
3039,University of British Columbia,17.6,18.9,32.3,31.8,65.9,1
3040,The University of Manchester,21.2,33.9,28,27.7,56.6,1
3041,"University of Maryland, College Park",22,19.9,41.5,31,52.8,2
3042,University of Paris Sud (Paris 11),32.2,53.9,16.1,20.3,49,1
3043,Pierre and Marie  Curie University - Paris 6,35.4,23.5,25,30.1,59.4,1
3044,University of North Carolina at Chapel Hill,10.2,16.2,39.5,31.8,60.7,2
3045,University of Copenhagen,25,24.1,25.5,26.3,57.8,1
3046,Karolinska Institute,25.6,27.2,32.3,21.3,50.5,1
3047,Pennsylvania State University - University Park,11.8,0,46.2,36.9,55.5,2
3048,University of Southern California,0,26.7,39.5,26.1,53.2,1
3049,Technical University Munich,39.9,23.5,25,21.9,48.1,1
3050,"University of California, Davis",0,0,47.9,33.5,60.2,2
3051,"University of California, Irvine",0,29.3,36.8,25.9,48.7,1
3052,Utrecht University,26.3,20.9,29.8,29,48.2,1
3053,The University of Texas Southwestern Medical Center at Dallas,21.2,33.1,31.5,29.4,37.8,1
3054,Vanderbilt University,17.6,29.5,31.5,22.1,50.5,1
3055,The University of Edinburgh,23.5,16.6,27,34.2,50.3,1
3056,University of Munich,29.4,22.8,16.1,28.2,52.4,1
3057,Carnegie Mellon University,36.3,32.7,30.6,16.4,33.9,1
3058,University of Zurich,5.9,26.7,25.5,29.4,50.6,1
3059,The Hebrew University of Jerusalem,36.7,28.1,25,20,40.7,1
3060,University of Pittsburgh,21.2,0,42.1,24.2,60.8,1
3061,"Rutgers, The State University of New Jersey - New Brunswick",11.8,19.9,39.5,26.5,43.3,1
3062,University of Melbourne,19.5,14.1,25,21.1,62.1,1
3063,Purdue University - West Lafayette,15.6,23.2,29.8,23.8,50.1,1
3064,University of Heidelberg,15.6,27,19.1,24.1,50.4,1
3065,The Ohio State University - Columbus,14.4,0,41.1,26.2,59.7,1
3066,McGill University,31.1,0,32.3,24.2,58.2,1
3067,Brown University,16.6,13.6,32.3,29.5,42.1,1
3068,Leiden University,20.4,15.4,28,22.6,49.4,1
3069,Uppsala University,20.4,32.1,14.4,22.4,48.8,1
3070,King's College London,14.4,23,30.6,17.6,50.4,1
3071,Ecole Normale Superieure - Paris,54.2,24.4,12.5,19.4,27.4,1
3072,The Australian National University,15.6,12.6,33.9,26.3,43.5,1
3073,University of Bristol,8.3,17.8,28.4,29.6,45.6,1
3074,University of Florida,19.5,0,37.5,19.7,62.1,1
3075,University of Geneva,25,28.1,20.4,25.6,36.6,1
3076,University of Helsinki,14.4,17.8,23.9,20.8,51.2,1
3077,University of Oslo,20.4,33.3,17.7,14.9,47.5,1
3078,Boston University,13.2,11.5,29.8,25.8,50.7,1
3079,Moscow State University,47.4,34.1,0,10.1,46.9,3
3080,Arizona State University - Tempe,0,19.9,27,28.8,44.4,1
3081,University of Utah,0,11.5,30.6,27.6,47.1,1
3082,University of Arizona,0,0,29.8,37.1,51,1
3083,Stockholm University,24.3,29.5,16.1,19.1,38.1,1
3084,Indiana University Bloomington,11.8,22.7,26,20.5,40.8,1
3085,Osaka University,10.2,0,27,28.2,56.9,1
3086,University of Rochester,28.2,8.9,27,22.8,41.7,1
3087,University of Nottingham,13.2,19.9,23.9,16.3,48,1
3088,Aarhus University,13.2,22.1,7.2,24.3,49.3,3
3089,The University of Queensland,14.4,0,20.4,24.4,58.1,1
3090,University of Goettingen,31.1,19.9,16.1,18.9,40.1,1
3091,Ghent University,5.9,15.4,17.7,16.8,55.2,1
3092,McMaster University,14.4,18.9,23.9,16.7,45.2,1
3093,University of Basel,22,17,23.4,18,36.9,1
3094,Michigan State University,10.2,0,36.8,19.5,51.5,1
3095,Rice University,18.6,21.8,21.7,23.2,29.9,1
3096,Nagoya University,25,14.1,16.1,22.4,44.8,1
3097,University of Bonn,17.6,19.9,14.4,23.9,40.4,1
3098,University of Sydney,16.6,0,19.1,19,60.5,1
3099,Case Western Reserve University,34.8,11.5,21.7,16.6,40,1
3100,The University of Sheffield,20.4,14.1,21,18.7,43.6,1
3101,Tohoku University,16.6,0,21.7,22.1,55.9,1
3102,Texas A&M University - College Station,0,0,33.9,19.9,53.8,1
3103,University of Frankfurt,34.8,8.9,19.1,19.7,39.8,1
3104,Aix-Marseille University,15.6,0,16.1,22.4,44.3,1
3105,Baylor College of Medicine,0,0,19.1,32.7,40.5,1
3106,Catholic University of Leuven,0,0,22.8,16.3,52.5,1
3107,Catholic University of Louvain,11.8,13.6,17.7,11.4,40.7,3
3108,Emory University,0,0,32.3,24.8,50.8,1
3109,Georgia Institute of Technology,14.4,0,26,22.6,43.8,1
3110,Hokkaido University,13.2,16.2,16.1,16.5,45.6,1
3111,Lund University,24.3,0,25,17.2,49.6,1
3112,Mayo Medical School,0,0,25,15.1,47.7,1
3113,National Taiwan University,13.2,0,17.7,12.7,58.8,1
3114,National University of Singapore,0,0,10.2,16.3,58.1,3
3115,Oregon State University,11.8,0,27,22.2,33.1,1
3116,Radboud University Nijmegen,18.6,0,10.2,17.4,49.4,3
3117,Seoul National University,0,0,7.2,14.5,66.7,3
3118,Swiss Federal Institute of Technology of Lausanne,0,0,23.9,22.6,39.8,1
3119,Technion-Israel Institute of Technology,16.6,23,16.1,13.4,36.5,3
3120,Tel Aviv University,0,0,23.9,15.6,49.2,1
3121,The University of Georgia,0,0,27,21.1,44.1,1
3122,The University of Western Australia,15.6,14.1,22.8,13.9,42.2,1
3123,Tokyo Institute of Technology,14.4,0,21.7,21.8,41.3,1
3124,Tufts University,16.6,16.6,22.8,15.1,36.7,1
3125,University of Alberta,13.2,0,21.7,19.4,55.7,1
3126,University of Amsterdam,5.9,0,19.1,21.1,52.7,1
3127,University of Birmingham,21.2,10.9,21.7,16.1,45.8,1
3128,"University of California, Riverside",14.4,0,27,28.6,33.3,1
3129,"University of California, Santa Cruz",0,0,28.9,34.3,29.8,1
3130,University of Delaware,11.8,16.2,22.8,12.7,32.3,1
3131,University of Freiburg,21.2,20.9,15.3,21.1,37.1,1
3132,University of Groningen,0,19.9,17.7,16.6,48.9,1
3133,University of Hawaii at Manoa,0,0,26,27.5,37.2,1
3134,University of Iowa,0,0,30.6,23.9,45.7,1
3135,University of Leeds,19.5,0,14.4,21.8,44.3,1
3136,University of Liverpool,19.5,15.4,12.5,19.4,40.1,1
3137,University of Massachusetts Amherst,15.6,0,33.1,16.5,36.2,1
3138,University of Massachusetts Medical School - Worcester,0,19.9,14.4,28.5,27.1,1
3139,University of Montreal,13.2,0,14.4,19,51.8,1
3140,University of Muenster,22,15.4,12.5,14.9,35.6,3
